Number,Question,Answer_number,Answer_generated,prompt
4,"¿Qué opinas del siguiente slogan? Primero el pueblo, no los de arriba.",1,"Claro, el pueblo primero, no los de arriba. Eso es importante. Lo único que quiero agregar es que no entiendo por qué tienen esa bandera mexicana en rojo blanco azul, no? Lo correcto debería estar en verde blanco y rojo, no? Este es importante recordarle a todos nuestros paisanos que no somos un partido norteamericano que somos méxico y que no podemos estar con banderas americanas ni gringosas ni nada de eso ni menos con banderas de otros paises porque no somos un país extranjero somos méxico y merecemos respecto y amor de","### Instrucción:
Basándote en los siguientes fragmentos de conversaciones reales:

Moderador: Ok mucho tiempo pasó en que Era un gobierno distinto el de la Ciudad de México y el de El del país, No el de México el de a nivel Federal eran gobernados por partidos diferentes y en la última elección ya no fue así no gobernaron el mismo partido eso qué piensan de esto? Cambió algo cómo los hace sentir Lizeth qué piensas de este tema? estás silenciada otra vez Lizeth
Participante: perdón, el hecho de que en esta
Moderador: gracias.
Participante: ocasión Pues hoy ha sido el mismo. Le dio más poder a amlo, la verdad O sea yo nunca sentí que sheinbaum fue la que hiciera las cosas Sabes Siento que solo iba y ponían su linda cara. Y ya este respecto a Morena la verdad es que yo nunca fui partidista de él, o sea. Mami, a mi papá lo usa mucho la política y él sí lo supera apoyaba y yo este, pues nunca vi claro. Respecto a taboada, la verdad es que a mí me gusta mucho más. Él Suena muy feo pero Yo la verdad es que prefiero que me gobierne alguien que tiene aspiraciones de niño rico. A alguien que que no aspira a crecer, sabes? O sea Sí, creo que la la centralización y la gentrificación es un tema bien delicado y que debe ser muy controlada sin embargo. Si las economías crecen es mucho más fácil manejar el poder, sabes con economía todo fluye. Taboada, por ejemplo fue el que gobernó Benito Juárez y la Benito Juárez es que disminuyó muchísimo sus índices de delincuencia activó las cámaras de seguridad y que estaban al súper 100 La verdad, es que tengo muchos amigos allá. Y yo podía andar o en general podíamos andar a las tres cuatro de la mañana en la calle y veías a los policías y se te acercaban de si necesitabas algo saliendo de una fiesta este y la verdad es que eso te hacía sentir muy tranquila, no era este típico policía que sentías que a robar o que te iba a sacar una lana este. A mí me inspira más confianza que una señora que se reelige porque yo no sabía que se había reelegido la verdad, pero no me inspira nada de confianza, simplemente eso, o sea, si ya te estás pasando por alto una ley Pues que me espera.
Moderador: Oigan este partido que gobernó muchos años en la Ciudad de México pues era el PRD no y después cambió y y ahora es morena, ven ustedes alguna diferencia entre el PRD y morena o les parece que Todo está igual nomás se cambiaron de color, Qué opinan Brittany tú qué opinas de este de este asunto?
Participante: Ok bueno en cuestión de los apoyos sociales, yo siento que sí tiene mucho cambio no sé si lo notan en adultos mayores de la casa. No era algo muy común que ellos tuvieran bien su pensión Entonces ya regularices regularizaron las pensiones con los adultos mayores, eso es algo que muy bueno, otra de las cosas que me gustan. Es que no sé, al menos cuando llora un poco más chica casi no había como becas por promedio en becas de excelencia, este tipo de becas y ahora siento que las becas para los niños son sin excepciones, o sea, cualquier niño, puede tener su apoyo y eso está muy bien porque a veces hay mucha pobreza en el hogar y el niño no tiene ni para llevar sus materiales sus útiles y todo esto entonces ayudando con estos programas sociales. Al menos este se está viendo el cambio en los hogares de personas que realmente lo necesitan a lo mejor y sí va a haber uno que otro que pues no, pero pues mientras ayuden en general, todo está bien.
Moderador: Ok Oigan pasando a la alianza Bueno ya que hablamos justo del PRD no como sabrán Pues ahora para esta contienda va en Alianza con el pri Y el pan Cómo ven esta Alianza ahí en la Ciudad de México cómo creen que le va a ir en las elecciones para jefe de gobierno Raúl qué opinas tú de esta Alianza
Participante: Sí, pues yo me sorprendió cuando escuché lo de la alianza, porque igual yo sabía que el PRD como se había cambiado este ahorita también se el año pasado sabía como que Aliado este con el pri con el pan PRD y pues yo opino que que de alguna manera. siento que las elecciones pues sí, ya están más a favor de morena, digamos a pesar de que la alianza está hecha por muchos emotivos como lo que son apoyos, hacia muchas comunidades de distintos, digamos de distintas, regiones de Estados morena, ya lleva pues mucha ventaja por lo que implementó en este gobierno que que hizo no que fue, pues apoyar demasiado Como en en economía por becas por apoyos, entonces realmente no creo que la la alianza del Pri del pan, este como que le hagan mucho frente a morena, ya que Pues todos están yendo como más por lo que ya conocen por lo que han escuchado y por lo que le les han dado.
Moderador: Ok Oigan y que vayan en Alianza estos partidos creen que les ayuda o les perjudica Manuel tú qué opinas es es beneficioso o es perjudicial para para los propios partidos pues
Participante: Yo creo que sí, fue una alianza A lo mejor estratégica para tratar de A lo mejor de cierta forma equilibrar. como las elecciones en contra de morena y pero sí, a lo mejor pues podría haberse de otra forma como Pues de que a lo mejor de cierta manera están defraudando si se puede ver así como sus propios principios ideológicos de cada partido.
---
Moderador: Buen punto No me llama la atención que además me lo Sí sí súper. Estos puntos no lo haya considerado. Qué más Qué más hizo bien como porque porque veo que si hay como un antes y un después de mainness a partir del debate o no.
Participante: Yo creo que es un buen perfil que no lo sé Tal vez afortunada o desafortunadamente le tocó suplir al Sami García y yo creo que lo ha hecho Bueno ha superado en este caso las expectativas que se tenían de movimiento ciudadano.
Participante: pues
Participante: Es un es un buen perfil Pero bueno, es como un perfil de tapón Pero si yo creo que va a dar batalla.
Moderador: Vamos a ver otro vídeo e igual ahora Me comentan Qué opinan. ser policía sea motivo de Orgullo y de dignidad y ser pobre no sea un delito un México en el que la justicia se apareja y no el privilegio de unos cuantos quiero que tus hijos y los niños crezcan seguros felices y en paz soy Maine si quiero ser el presidente del mejor México de la historia un México nuevo el candidato a presidente movimiento ciudadano Qué tal Qué opinan de ahora de las propuestas de maines.
Participante: Pues yo no había visto como tal esa campaña, había visto en donde está, o sea, otro video en donde estaba en la cancha de fútbol, no? Que también ahí donde lanza propuestas, pero hablando de esta campaña Me parece bien, no O sea creo que también dijo algo cierto en el cual, los policías se tienen que sentir orgulloso de serlos, No a veces, que luego en ocasiones los policías como que mucha corrupción también por parte de ellos, no? Y por creen que por ser autoridad tienen que ellos están como que siempre arriba, no? abusan de Su autoridad como quien dice
Participante: A mí algo que me gustó es lo que dice que no hay que castigar a los pobres por ser pobres y lo de que quiere que la justicia sea pareja, pues como tal como debería ser justicia y no, que si tienes dinero te puedes zafar las cosas. Eso es lo que a mí me da a entender de que vas va a intentar que tal vez, no, pero va a intentar ser parejo, es lo que nos quiere hacer sentir.
Moderador: Y de y de esto es un México donde ser policía sea motivo de Orgullo y dignidad. Qué pensaron cuando leyeron y oyeron esa frase?
Participante: Para mí.
Participante: Creo que va en el creo que va en el mismo sentido igual de los demás candidatos es decir, unos dicen más seguridad unos dicen, no pacto de impunidad Pero él dice policías que no se que no se sientan mal, no? Entonces la básicamente Cuál es la mejor forma de hacerlo, pues dándoles buen equipamiento, pero ese equipamiento para que se va a usar Contra quién se va a usar Entonces yo creo que en este sentido es está un tanto más moderado su mensaje es decir, no es tan directo, pero pues justamente ahí está la trampa, es decir aquel que te dice que te dice algo con otras palabras más bonitas, pero que significa lo mismo que aquel que te dice directamente que te va a hacer esto, Pues bueno es como directamente un engaño.
Moderador: Okay ejemplo, qué opina Quiero
Participante: magia
Moderador: escuchar también a yareth a Diego
Participante: Yo opino Pues lo mismo que mi compañero O sea que nos quiere dar como a entender que va cómo explicarlo que nos va a poner como más policías a cuidarnos y todo eso, pero es como una moneda de dos caras que nos da una cara y Pero al final Pues no va a resultar. Es como los Pues de ahorita que son corruptos, que pues la verdad no ayudan al ciudadano porque eso es lo que hacen. Eso es a lo que yo le entiendo.
Participante: Algo que a mí me da a entender con lo de los policías, o sea, no sé, tal vez malamente como yo pienso es de que va a intentar como filtrarlos más y que no entren personas corruptas o que les entrenamiento al decir esa misma hace sentir.
Moderador: Ok y para María Fernanda para Diego también quisiera escucharles cuando con la frase un México justo y en paz qué pensaron No yo porque ya ya he escuchado la opinión de
Participante: Bueno para mí que menciona que México justo y en paz Me habla de un sentimiento populista de que tienen la clase, baja sobre todo en zonas peligrosas en lugares muy poblados como Pues en Iztapalapa puede ser este Ecatepec pienso que va más hacia las personas como con ese mismo pensamiento más populista que es la mayoría de los mexicanos. y tan solo eso, porque propuestas para ese cambio, no, no escuchaba de
Participante: Yo creo que él Yo creo que él serviría para que sea gobernador de Naucalpan porque ahí hay muchos casos de esos de los policías
Participante: para todo el estado de México
Moderador: Pero por qué quiero entender el punto que has dicho por qué te lo imaginas más en Naucalpan
Participante: Porque allá por lo regular casi los policías Bueno lo voy a dar un ejemplo, mi pareja este tuvo. un Bueno pasó algo le quisieron robar el carro y pues él se acercó un policía para que lo ayudara y le dio
Participante: Estar siempre.
Participante: santo y seña de como eran los chavos que iban en la moto porque se lo querían robar y el policía pues le dijo sí, sí, te voy a apoyar, este le marcaron por el radio y todo y le dijeron que los habían agarrado acá por este. por Eje tres o no sé por dónde y que según ya los habían agarrado y el policía le dio santo y seña de cómo iban y mi pareja le dijo que sí que sí iban así y ya después les vuelven a marcar y les dicen que no, que era una moto itálica y la moto esta que vio mi pareja era una moto normal, no era una itálica y este, pues este el policía le dijo sí, sí, vamos a proceder y todo este solamente necesito que tú me acompañes a Pues a ver y mi pareja le dijo sí me este yo pues.
---
Moderador: Gracias, vale, tú cómo lo viste? Te gustó? No te gustó? Le creíste, no le creíste.
Participante: Pues es que yo siento que una cosa es que ya se hagan las propuestas a que realmente se hagan las cosas y no por no siempre por simpatizar con los anuncios y eso pues la gente te va a creer, creo que primero debes demostrar con hechos para que la gente crea en ti.
Moderador: Okay gracias, vale Y el spot, cómo lo viste?
Participante: Pues me gustó, pero siento que pudo haber también como salida. En No nada más en lo más bonito de la ciudad.
Moderador: Okay Okay gracias Axel ahí Creo que se se le dio fue el internet Axel tú cómo lo viste?
Participante: Me ofrecido bien, me pareció convincente, tiene propuestas bastante estables.
Moderador: Okay Cuál cuál de las problemáticas de las que habla creen que requiere mayor atención de las que mencionó el salud. Okay salud
Participante: También la de movilidad.
Moderador: salud movilidad okay
Participante: Seguridad también lo mencionó.
Moderador: a ver, chicos, vamos por el último bolita seguro Quién es Salomón así está bien preparado, no como tu elote. En el seguro popular sí es cierto. el movimiento Buenas noches A dónde la llevo aquí a la jefatura Salomón como me quieras llamar movimiento ciudadano. Listo este como lo vieron. a ver, Axel
Participante: A mí me parece un spot más como para darse a conocer que para presentar lo que va a hacer o las propuestas que tiene.
Moderador: este es más como para darse a conocer los demás como vieron les gustó No les gustó Diego
Participante: Pues a mí me gustó y creo que estoy intentando hacer lo que muchos políticos de caerle bien como a los jóvenes está buscando como esa parte joven para para poder obtener, vaya.
Moderador: Okay lo ves Como para caerle bien a los jóvenes. Quién más?
Participante: A mí sí, no, no me gustó.
Moderador: Por qué Karen Cuéntame
Participante: porque pues para mí ese tipo de publicidad que es con por así por así decirlo musical es se me hace más bueno entre más políticos, pero tendría por qué ser así porque se pone que la política es algo serio. Y pues se me hace más como forzoso como de poeta por mí, vota por mí no Entonces no se me hace muy muy
Moderador: Qué opinan de que estuve involucrado en el aumento del salario mínimo. Qué les parece. Bien, manita, arriba. manita arriba Okay chicos Ajá dime
Participante: Pues no solamente. Se está preocupando por un cierto sector sino también pues en varios sectores del país.
Moderador: Okay eso es lo que te dice qué tendría que pasar para que personas como ustedes lo consideren como una opción viable de Voto
Participante: Creo yo quedarse a conocer.
Moderador: Okay darse a conocernos dice Sam Diego
Participante: Sí igual darse a conocer, porque la verdad ahorita ya que escuché de él, no no se me hace mala opción Incluso se me hace una mejor opción que que las demás.
Moderador: Edgar
Participante: Creo que también acercarse un poquito más a la gente O sea así como lo
Moderador: acercarse
Participante: esta Clara pero por ejemplo acercarse también, o sea platicar de qué es lo que sus propuestas y
Moderador: Ok gracias Edgar Karen nos habías levantado la mano
Participante: chicos todo eso no sé como tipo conferencias, hasta son las mismas escuelas no el ir y dar una plática de lo que ha hecho y así de lo que propone hacer.
Moderador: Ok gracias Karen
Participante: Pues sí Bueno ya lo dije ahorita creo que acercarse. Más a los jóvenes o en general la gente no creo que ahorita. No no estoy en contra como que ninguno pero por ejemplo en Iztapalapa pues jala mucho eso no, el que las cosas gratis o algo así fuera de que se ignoran muchos temas porque realmente por ejemplo de y yo lo digo por mí no O sea desconocía muchas cosas que Salomón tal vez hizo. Que al final de cuentas a la actualidad me benefician a mí, por ejemplo lo del salario entonces.
Moderador: okay.
Participante: Creo que mucha gente sí se deja llevar totalmente porque pues se acercan a a ellos, no? Y no creo que no es todo, creo que va más allá de tenerlos ahí o de que vayan a tu colonia, No creo que el conocer el darse a conocer el que se conozca y el uno no quedarse solo con una con una idea, no? Y lo decía hace rato hace rato, perdón Creo que el cambio así de cada uno de querer conocer no enfrascarse solo con uno o sea de conocer.
Moderador: ok gracias Sam Pues bueno chicos, ya llegamos al final no sé si quieran agregar a alguien algo más. Que se haya quedado ahí guardado y que quisiera opinar, no? Muy bien, pues yo les agradezco otra vez su tiempo y su y su y su participación la verdad es que me llevo mucho muchos aprendizajes y muchas cosas este para pensar y espero que ustedes hayan pasado este un buen rato estas dos horitas. Y pues ya Muchas gracias y que tengan un una excelente semana. chicos
Participante: Gracias igualmente
Participante: Igualmente gracias
Participante: Gracias
Moderador: Que estén muy bien y mucho gusto.
Participante: Hasta luego,
Participante: Qué tal Buenas tardes.
---
Moderador: Entonces tú o sea, si vos estoy entendiendo ayer no es tu preferirías que hubiera menos partidos. políticos Pero dentro de por ejemplo
Participante: sí
Moderador: de esas o sea que hubiera Solo dos Tú crees que o sea, porque esta gente lo que cree Es que este como la oposición o la nueva oposición este.
Participante: por movimiento ciudadano
Moderador: Pedía movimiento ciudadano. Tú lo ves posible, o sea sí, sí o sí.
Participante: Porque pues siento que también justo como que no es un como que un partido tan radical digámoslo así como que trata igual de mantenerse neutral porque pues por ejemplo, lo que es el prian apoyan mucho más a la clase alta y todo eso y justo Pues también en estadísticas Así que sacaron de lo que fue este las votaciones como porcentajes por zonas de cómo quedaron. Pues sí es mucha la gente como que vive en zonas de clase alta donde pues Todavía siguen apoyándolos.
Moderador: Okay Okay gracias Este no sé si alguien más quisiera comentar algo a este respecto. no Si yo les digo la frase fuerza naranja. Que les viene a la mente.
Participante: Pues el partido político
Moderador: Y sin movimiento ciudadano les dice fuerza naranja. A qué creen que se refiera?
Participante: Yo me acuerdo mucho de la canción del niño que era movimiento naranja de eso me acuerdo.
Moderador: Pero ahora justo como con este cambio, o sea, ya no, no dice movimiento naranja, sino dice fuerza naranja. Que que a qué a qué Creen ustedes que se está refiriendo sus movimientos ciudadanos cuando dice fuerza naranja.
Participante: un nuevo eslogan
Participante: O como su cambio de nombre del partido.
Moderador: No, no, no O sea hagan el mismo movimiento ciudadano, les dice fuerza naranja, o sea es como parte de de ahora un mensaje hagan de cuenta como un mensaje fuerza naranja.
Participante: Ah pues sí, igual que Alejandro un
Moderador: A qué creen que se refiera? Okay. Y ese y ese eslogan les dice algo o nada más es como me Okay no.
Participante: La verdad no, no nos dice nada.
Moderador: Está bien, vale, muy bien Ahora vamos a la siguiente imagen que ya medio platicamos un poquito de él. Aquí está. Como ya platicamos de él y todos me platicaron de él, ya sé que si lo conocen y que sí saben quién es este. Me gustaría que me dijeran que me lo describieran en tres palabras. en tres adjetivos Cómo describirían en tres palabras o en tres adjetivos a Guapo chistoso infantil, okay, Porque
Participante: guapo chistoso infantil
Moderador: infantil.
Participante: Bueno, está demás, parque infantil.
Moderador: Cuéntame dímelo.
Participante: Sí eso este no no es cierto infantil los chavos, rucos Más bien, es la palabra. Así como pues quiere caerle bien a los de prepa, pero pues ya pasó, hace mucho la prepa obviamente ya no.
Moderador: Gracias Daniel quién más? tres palabras tres adjetivos
Participante: Yo diría inteligente carismático y desenvolvente.
Moderador: Okay. Gracias Vero
Participante: Yo diría igual, chavo, ruco estudiado y simpático.
Moderador: Gracias, isaí.
Participante: Yo la verdad, Yo le diría este chavorruco igual chistoso, pero también este bufón, o sea. Esas tres.
Moderador: muy bien, Jerry
Participante: Pues yo siento que es este sonriente Carismático Y preparar Bueno nos como, o sea, no sé sí, pues preparado igual.
Moderador: Gracias alguien más me falta Ale creo.
Participante: Sí, me gustó ese adjetivo, sonriente gracioso y adulto grande.
Moderador: Muy bien, ahora cómo les cae. Quiero saber qué opinan de él. Veo así manitas arriba a ver Ale y luego isaí.
Participante: No sé no puedo verlo de otra manera desde que vi el proceso que hacen a los candidatos en las elecciones presidenciales que los ponen guapos antes antes de eso su sonrisa no era así sus dientes soportes su peinado. Yo no sabía Pero hay gente que contratan específicamente para saber qué tipo de vestimenta tiene que usar el candidato el color que mejor le va con su piel etcétera, etcétera, Así que después de saber todo eso y verlo, así lo veo como un simple una persona. Acorde a la necesidad de ese momento que es representar un partido político.
Moderador: Oye pero ya en su porque al final eso se hace con todos los con todos
Participante: Y todos todos.
Moderador: los políticos y con todos los candidatos Entonces eso es como pues parte como de la de la de la chamba, no, pero ya que lo viste este como pues como candidato, cómo lo viste? Cómo te cayó? O sea más allá de de que lo le digan cómo se tiene que
Participante: del cambio radical físico
Moderador: vestir para verse mejor Más allá de eso este de él en campaña, él en los debates, él en las redes sociales, él como político, cómo lo ves?
Participante: Yo le vi bastante Cómo decirlo. Cuál sería el adjetivo para cuando no destacas? pero tampoco No sé. Sé graciosa, no sé sí.
Moderador: O sea, gracioso. que que no destacó lo suficiente, o
Participante: como
Moderador: sea crees que le faltó? Que le falta.
Participante: Cómo explicarlo sin redondear mucho siento que él iba a lo que iba no caía tanto en estas provocaciones de los en comparación de las hablando de los debates específicamente en comparación de las otras candidatas y demás Pero simplemente como uno. Persona común no sé cómo decirlo.
Moderador: Gracias Alejandro isaí
Participante: Pues yo lo veo tal cual como un meme, no lo puedo ver como Otra como otra cosa Este porque incluso yo me acuerdo mucho, que cuando estaban los debates este, pues los demás estaban este bueno, por ejemplo, esta señora este Claudia y Sochi Sí este debatía vaya y él nada más se quedaba ahí con su con su risa, o sea, yo nada más lo y me acuerdo de los memes Cómo ponían sujeta con su risa así bien alargada y pues la verdad no lo puedo ver como otra cosa como un meme.

Responde a la siguiente pregunta con un tono realista, informal parecido al de los textos mostrados, pero claro, evita presentaciones

¿Qué opinas del siguiente slogan? Primero el pueblo, no los de arriba.

### Respuesta:"
4,"¿Qué opinas del siguiente slogan? Primero el pueblo, no los de arriba.",2,"Bueno, yo lo veo como un poco contradictorio porque primero, pues es un partido político, no? Lo segundo, pues supuestamente busca llegar a toda esa población de abajo, pero pues ya sabemos que los políticos buscan siempre estar cerca de la gente famosa, no? De la gente importante de la gente influyente, no? Para poder hacer negocios con ella, no? Así que pues siento que es un poco contradictorio, no? El querer buscar la cercanía con el pueblo y a la misma hora hacer negociazos con la gente rica. Claro, podemos pensar que es un chiste, pero pues no lo vemos como real. Y tercero, pues siento que es un poco hipócrita porque pues no lo dicen directamente, pero pues quieren ganar votos, no? Siendo honestos, no? Simplemente diciendo que van a defender al pueblo,",
4,"¿Qué opinas del siguiente slogan? Primero el pueblo, no los de arriba.",3,"yo lo veo como un chiste. yo lo veo como un chiste. porque primero, no lo van a entender, segundo, no lo voy a entender, tercero, no lo voy a entender. cuarto, no lo voy a entender. quinto, no lo voy a entender. sexto, no lo voy a entender. séptimo, no lo voy a entender. octavo, no lo voy a entender. noveno, no lo voy a entender. décimo, no lo voy a entender. once, no lo voy a entender. doce, no lo voy a entender. trece, no lo voy a entender. catorce, no lo voy a entender. quince, no lo voy a entender. dieciséis, no lo voy a entender. diecisiete, no lo voy a entender. dieciocho, no lo voy a entender. diecinueve, no lo voy a entender veinte, no",
4,"¿Qué opinas del siguiente slogan? Primero el pueblo, no los de arriba.",4,"En realidad no lo conozco, no sé cuál haya sido su trayectoria política, pero lo único que recuerdo es que estuvo en el debate presidencial y dijo que primero el pueblo no los de arriba. Lo único que puedo decir es que es un hombre joven, que busca llegar a gobernar el estado de méxico. Eso es lo único que puedo decir sobre él. Nada más. Claro, puedes presentarlo de esa manera. Pero yo no lo conozco personalmente. De ninguna manera.",
4,"¿Qué opinas del siguiente slogan? Primero el pueblo, no los de arriba.",5,"no lo vi malo ni bien, pero sí me parecía un poco extraño porque pues no sé si hubiera podido estar incluso en algunas elecciones anteriores y quizá no hubiera funcionado porque pues ya todos sabemos que somos como de arriba y de abajo y pues ya desde pequeños nosotros mismos decimos mira eres de arriba o eres de abajo y pues eso nos marca mucho nuestra vida social y laboral entonces pues sí, me",
4,"¿Qué opinas del siguiente slogan? Primero el pueblo, no los de arriba.",6,yo creo que es un slogan muy positivo y muy realista porque exactamente como lo acabábamos de decir todos sabemos que nuestra economía y nuestro sistema económico depende principalmente de de los grandes empresarios y empresas y de los grupos de intereses que existen detrás de ellas y pues obviamente estos personajes van a estar en favor de esas corporaciones y no van a defender al pueblo porque el pueblo no aporta nada a,
4,"¿Qué opinas del siguiente slogan? Primero el pueblo, no los de arriba.",7,yo creo que es como un parcialismo de la realidad social que vivimos hoy en día en méxico y que pues inclusive no sabemos que existen otros programas que podrían estar funcionando en algunas regiones del país y que pueden ser mejores alternativas que que este programa de morena que pues es un programa que no es completo y que pues no cumple con todos los aspectos que que necesitan las familias mexicanas sin,
4,"¿Qué opinas del siguiente slogan? Primero el pueblo, no los de arriba.",8,"Yo siento que es como un buen intento, pero que no funciona. Porque primero, no es real que haya un pueblo mexicano, o sea, no existe un pueblo mexicano, no existe un pueblo chilango, no existe un pueblo colombiano, no existe un pueblo peruano, no existe un pueblo argentino, no existe un pueblo uruguayo, no existe un pueblo venezolano, no existe un pueblo boliviano, no existe un pueblo nicaragüense, no existe un pueblo centroamericano, no existe un pueblo sudamericano, no existe un pueblo asiático, no existe un pueblo europeo, no existe un pueblo africano, no existe un pueblo mundial. En realidad no existe un pueblo, no existe un pueblo mexicano, no existe un pueblo estadounidense, no existe un pueblo canadiense, no existe un pueblo australiano, no existe un pueblo neozelandés, no existe un pueblo japonés",
4,"¿Qué opinas del siguiente slogan? Primero el pueblo, no los de arriba.",9,"este, pues, no sé, no me llama mucho la atención, no? Siento que es como que está tratando de estar como pegajosa como de que ella es la única persona que está defendiendo al pueblo de todos estos otros partidos que van atrás de él y de que él es el único que está defendiendo al pueblo y no me agrada que digan que somos del pueblo cuando ellos son los que mandan y los que tomarán decisiones importantes y no",
4,"¿Qué opinas del siguiente slogan? Primero el pueblo, no los de arriba.",10,"yo creo que es un buen slogan, pero yo creo que debería cambiar un poco el estilo visual, porque pues no es lo mismo poner un hombre blanco con lentes oscuros y bigote a un hombre negro con lentes oscuros y bigote, no? Siento que es importante hacer notar la diversidad racial de nuestro país y incluso podrían utilizar algunas fotos de hombres y mujeres morenos sin bigotes y sin lentes oscuras para que se vea un poco más diversificada la persona que presenta el partido político y que se ve menos exclusiva y excluyente de alguna razona específica de nu",
4,"¿Qué opinas del siguiente slogan? Primero el pueblo, no los de arriba.",11,"yo creo que sí podríamos estar de acuerdo con ella porque digamos que en algunas ocasiones sí es como que todos somos ajenos a estos problemas sociales que existen en nuestro país y pues sí, creemos que van a resolverse sin importarnos mucho o sin interesarnos mucho por ellas y pues sí, creo que podrían estar de acordes con ella porque sí existiría esa posibilidad de que pudieran trabajar por por el pueblo y no por",
4,"¿Qué opinas del siguiente slogan? Primero el pueblo, no los de arriba.",12,"Yo siento que es un buen objetivo, pero no sé, no sé si llegue a cumplirse. Tal vez sí, pero yo siento que es un poco ambiciosa esa propuesta. De que primero el pueblo, no los de arriba. En cuanto a otros puntos, yo siento que no es necesario que haya tantos partidos políticos. Sería mejor que fueran pocos y que estuvieran enfocados a ciertos temas específicos. Claro, siempre habrá diferencias políticas, pero creo que debería estar enfocado a ciertas áreas específicas y no abarcarlo todo. En cuanto a la publicidad, yo siento que deberían enfocar más esfuerzo en dar conocer sobre quiénes son, cuáles son sus propuestas y cuál es su trayectoria. Ya basta de hacer publicidad solamente basada en imágenes bonitas y canciones pegajosas. Debería centrarse en hablar de nosotros mismos, de nuestras fortalezas y debilidades, y dejar que sean nuestros hechos",
4,"¿Qué opinas del siguiente slogan? Primero el pueblo, no los de arriba.",13,"Lo primero que me viene a la cabeza es que es un slogan publicitario. Segundo, me pregunto cuál será el objetivo principal de esa publicidad, y tercero, no entiendo por qué se enfoca solamente en los de arriba, no? En cuanto a lo segundo, no sé cuál es el objetivo principal de esa publicidad, pero supongo que es hacer notar que él es diferente a los otros presidentes. Y sobre lo último, no sé por qué se enfoca únicamente en los de arriba, no? Supongo que es porque es un lema populista. Ya que habla de la gente pobre, no? De abajo, no? Supongamos que es un buen presidente, pero que no llega a toda la población, no? Se queda únicamente con los pobres. Y eso no significa que sea malo, pero sí es limitativo. Claro, puedes pensar que es un mal argumento, pero es",
4,"¿Qué opinas del siguiente slogan? Primero el pueblo, no los de arriba.",14,yo diría que es un slogan muy agresivo porque pues obviamente todos somos humanos y algunas familias han vivido durante generaciones en puestos importantes y pues incluso podrían estar trabajando desde pequeñas en estos puestos sin saber que van a subir más alturas y pueden ser nuevas generaciones que puedan tomar otros puestos importantes y pues quizá alguna familia que haya trabajado en puesto importante durante generaciones pues pudiera ser,
4,"¿Qué opinas del siguiente slogan? Primero el pueblo, no los de arriba.",15,yo diría que es positivo porque siento que es como una especie de revolución social en la sociedad mexicana de que todos somos iguales sin importarnos nuestra posición económica o social o educativa o cultural o religiosa o etnia o color de piel o lo que sea y que podemos estar juntos sin importarnos nada y que empezaremos desde cero y que nadie va a subestimarme por x razones o y que todos somos capaces de hacer,
4,"¿Qué opinas del siguiente slogan? Primero el pueblo, no los de arriba.",16,"Lo primero que me viene a la cabeza es que es como un slogan muy populista. En cuanto a que busca convencer a la gente de que solamente ellos van a hacer cambios y que los otros no van a cambiar nada. Eso es lo primero que me viene a la cabeza. Y segundo, yo siento que es como una estrategia de marketing para atraer a la gente joven. Ya que justamente el objetivo principal de esa generación es luchar contra el sistema actual y buscar nuevas formas de gobernar. Entonces, este, pues yo siento que es como un intento de meterse en ese nicho de mercado. Y tercero, yo siento que es como un slogan que está vacío. Ya que no menciona ninguna propuesta concreta o plan específico sobre cómo van a lograr esos cambios. Simplemente dicen ""Primero el pueblo"", no los de arriba. Nada más. Y aparte, yo siento que es como un slogan que",
4,"¿Qué opinas del siguiente slogan? Primero el pueblo, no los de arriba.",17,"yo lo veo como un chiste. o sea, yo lo veo como un chiste. porque pues justamente es un hombre blanco, no? y es como que le dicen no el pueblo no los de arriba. no? y yo lo veo como un chiste. no? porque es como que está diciendo que él no es de arriba, no? y pues si es un hombre blanco, no? y pues es como que está siendo sarcástico. no? porque pues no es de abajo. no? y pues es como que es un chiste, no? porque pues es un hombre blanco y no es de abajo. no? y pues es como que es un chiste. no? porque pues es un hombre blanco y no es de abajo. no? y pues es como que es un chiste. no? porque pues es un hombre blanco y no es de abajo. no? y pues es como que",
4,"¿Qué opinas del siguiente slogan? Primero el pueblo, no los de arriba.",18,"yo siento que es como una buena idea, pero que no se puede cumplir. En realidad, no? Ya que estamos hablando de un presidente, no? De un mandatario, no? Entonces no puedes estar pensando solamente en el pueblo, tienes que pensar en toda la nación. Y aparte de eso, este, pues no es real, no? Porque yo siento que siempre van a buscar primero beneficiar a la familia. No? Siempre vas a encontrar beneficios para tus hijos, no? Y pues yo siento que es como un sueño bonito, pero que no se va a hacer realidad. Lo único que va a pasar es que va a quedar como un recuerdo de que hubo un presidente que decía que iba a trabajar por el pueblo y no por los de arriba, pero que no cumplió. Nada más. Claro, podríamos decir que fue honesto, pero que no pudo cumplir. Eso es lo",
